"sample_number","unknown_ratios","unknown_counts","total_counts","iteration"
95,0.89257539462315,127059,142351,97
95,0.892237779067627,126050,141274,98
95,0.894144627898759,129051,144329,99
95,0.894492998517985,129163,144398,100
100,0.892512399713366,127042,142342,1
100,0.893036697441234,127005,142217,2
100,0.893567811972579,128655,143979,3
100,0.893056216912692,127532,142804,4
100,0.89341074426413,127722,142960,5
100,0.893374886196512,127565,142790,6
100,0.892948483741323,127088,142324,7
100,0.893872289106523,128967,144279,8
100,0.891116838982807,123769,138892,9
100,0.893364349533011,127886,143151,10
100,0.892298767633035,126130,141354,11
100,0.893661697630437,128530,143824,12
100,0.893010954196044,126278,141407,13
100,0.891579014651676,125537,140803,14
100,0.892721167760154,127086,142358,15
100,0.893636293958207,128252,143517,16
100,0.893581693874704,128086,143340,17
100,0.893093436810809,127966,143284,18
100,0.892261638117992,125485,140637,19
100,0.893791801959315,128824,144132,20
100,0.89297633015534,127100,142333,21
100,0.893264812322625,128104,143411,22
100,0.893154369938633,127496,142748,23
100,0.892928373980895,127595,142895,24
100,0.892914467551219,127393,142671,25
100,0.891863976978089,125207,140388,26
100,0.891995664524904,125915,141161,27
100,0.894519360765417,129021,144235,28
100,0.893544135165044,126768,141871,29
100,0.893582345329276,127751,142965,30
100,0.893730037494792,128715,144020,31
100,0.894130618698251,128939,144206,32
100,0.893031896249562,127391,142650,33
100,0.894733949743773,130250,145574,34
100,0.893968540574326,128727,143995,35
100,0.892762148697525,126874,142114,36
100,0.893336032332144,127982,143263,37
100,0.89293934375614,127251,142508,38
100,0.893666379316387,127511,142683,39
100,0.893670444638187,128130,143375,40
100,0.893781771715881,128701,143996,41
100,0.893418193972481,128302,143608,42
100,0.892900474797843,127316,142587,43
100,0.893823666118615,128842,144147,44
100,0.893022637230334,127579,142862,45
100,0.893301499058275,127584,142823,46
100,0.892404884191463,126145,141354,47
100,0.891519733706978,125345,140597,48
100,0.893207145657165,127600,142856,49
100,0.892429658467528,126078,141275,50
100,0.892605188453863,127032,142316,51
100,0.893785056898355,127317,142447,52
100,0.893810176901816,128386,143639,53
100,0.893718029692044,128766,144079,54
100,0.894102025008299,129280,144592,55
100,0.89247546346783,126852,142135,56
100,0.892903533839338,127170,142423,57
100,0.892387301093588,126238,141461,58
100,0.893393759804776,128135,143425,59
100,0.894034145936523,129238,144556,60
100,0.893635213480334,128553,143854,61
100,0.892827653373042,126511,141697,62
100,0.892425648911218,125940,141121,63
100,0.893443536921919,128202,143492,64
100,0.893311279538824,127999,143286,65
100,0.892436534938498,126170,141377,66
100,0.892775697514007,126842,142076,67
100,0.89401809767217,129427,144770,68
100,0.892851375167639,127159,142419,69
100,0.89328538007612,127914,143195,70
100,0.893542646945048,127043,142179,71
100,0.892866149233657,127462,142756,72
100,0.893481606306011,128312,143609,73
100,0.893138561826925,127968,143279,74
100,0.892374693946472,126835,142132,75
100,0.893518518518518,127959,143208,76
100,0.893822903777441,128580,143854,77
100,0.893577304292709,128290,143569,78
100,0.893351645271596,127492,142712,79
100,0.893042385788583,127238,142477,80
100,0.892051474015793,126302,141586,81
100,0.891963128024544,125889,141137,82
100,0.891745055816853,125893,141176,83
100,0.894181430922645,129304,144606,84
100,0.893371918303745,128424,143752,85
100,0.892993603532209,126205,141328,86
100,0.893205172088605,127865,143153,87
100,0.892512774313425,126810,142082,88
100,0.894071847161996,129070,144362,89
100,0.893375182624622,127800,143053,90
100,0.893450232798397,127993,143257,91
100,0.893222899994404,127688,142952,92
100,0.892861926751031,126648,141845,93
100,0.892811575508602,127356,142646,94
100,0.893274628662626,127615,142862,95
100,0.893147356957359,127938,143244,96
100,0.893546700135969,128148,143415,97
100,0.893022669672487,127554,142834,98
100,0.893338354674031,128094,143388,99
100,0.890770806328017,124381,139633,100
105,0.894106392713056,128982,144258,1
105,0.893985813829085,128683,143943,2
105,0.89279463448102,127525,142838,3
105,0.894299344807826,129533,144843,4
105,0.893605043126516,128571,143879,5
105,0.89454792994616,130095,145431,6
105,0.893341884572217,128149,143449,7
105,0.893713126203067,128608,143903,8
105,0.893025246041934,127307,142557,9
105,0.893630511119782,128261,143528,10
105,0.893749391084079,128430,143698,11
105,0.89390767951206,128973,144280,12
105,0.893476718465241,128448,143762,13
105,0.893119362282358,127725,143010,14
105,0.892208141974259,125887,141096,15
105,0.893138751558101,127542,142802,16
105,0.892533162022689,126430,141653,17
105,0.893870310572779,128998,144314,18
105,0.893054320046314,126494,141642,19
105,0.894117565679344,129259,144566,20
105,0.893626617631752,128785,144115,21
105,0.892520414176277,127227,142548,22
105,0.892741061755146,126896,142142,23
105,0.89387429838542,128995,144310,24
105,0.89368865516114,128474,143757,25
105,0.893810091158461,129034,144364,26
105,0.893322418594238,127679,142926,27
105,0.89362352467159,128638,143951,28
105,0.894389438943894,129809,145137,29
105,0.893605031376532,128445,143738,30
105,0.894016016404345,129053,144352,31
105,0.891255877770949,124717,139934,32
105,0.893539543352238,128088,143349,33
105,0.893433372345762,128247,143544,34
105,0.89315588822634,127916,143218,35
105,0.894362116069211,129636,144948,36
105,0.892951214728052,127467,142748,37
105,0.893407480616378,128363,143678,38
105,0.893688748963913,128306,143569,39
105,0.893197036664642,127921,143217,40
105,0.893695860736085,128551,143842,41
105,0.893738958672398,128500,143778,42
105,0.894249313913218,129363,144661,43
105,0.893523638614722,128461,143769,44
105,0.893005237505856,127706,143007,45
105,0.892607431295372,126769,142021,46
105,0.893347004993433,127201,142387,47
105,0.893417407886861,128368,143682,48
105,0.894700671436131,130187,145509,49
105,0.894106362864773,129573,144919,50
105,0.89380863300347,128527,143797,51
105,0.894061517581398,129115,144414,52
105,0.894048252923319,129291,144613,53
105,0.894424731108564,129561,144854,54
105,0.894201900564661,129856,145220,55
105,0.893577661431065,128005,143250,56
105,0.893676622898174,128567,143863,57
105,0.893439715078708,128440,143759,58
105,0.892898458259425,127355,142631,59
105,0.894171853305057,129443,144763,60
105,0.893613772039428,128734,144060,61
105,0.892700714331498,125345,140411,62
105,0.892838371025503,127400,142691,63
105,0.893798008929314,128925,144244,64
105,0.892980856882407,127348,142610,65
105,0.893578505434215,128342,143627,66
105,0.892556313872485,126203,141395,67
105,0.893412632164719,128437,143760,68
105,0.893925644737845,129048,144361,69
105,0.893530098382525,128604,143928,70
105,0.89330627105522,128076,143373,71
105,0.893753036718262,128763,144070,72
105,0.892208396161272,126624,141922,73
105,0.893563151231863,128464,143766,74
105,0.894822843196062,129786,145041,75
105,0.893806353988075,128768,144067,76
105,0.89357333277649,128377,143667,77
105,0.893636395231641,128563,143865,78
105,0.893260076332676,127788,143058,79
105,0.893768187405807,128691,143987,80
105,0.893754791942566,128227,143470,81
105,0.891902661164081,125348,140540,82
105,0.893126088142135,127734,143019,83
105,0.893944969415882,128754,144029,84
105,0.894850301045593,130343,145659,85
105,0.89339750967877,128073,143355,86
105,0.893518453722235,127682,142898,87
105,0.893615986099044,128569,143875,88
105,0.892695849450093,126703,141933,89
105,0.893062189246079,127707,142999,90
105,0.893740477134687,128460,143733,91
105,0.89398687894363,128364,143586,92
105,0.891904575674619,125433,140635,93
105,0.893505642569861,128185,143463,94
105,0.89454758378397,129857,145165,95
105,0.893136628743482,127255,142481,96
105,0.893433560257846,128482,143807,97
105,0.892931122860975,127165,142413,98
105,0.892874444467848,127173,142431,99
105,0.893959452434587,128976,144275,100
110,0.893594660244855,128389,143677,1
110,0.89397913912556,129163,144481,2
110,0.89484541734917,130566,145909,3
110,0.89401189323745,129292,144620,4
110,0.892762204813007,126949,142198,5
110,0.893425817168354,128547,143881,6
110,0.893759462199814,128696,143994,7
110,0.892664179471506,127052,142329,8
110,0.894394521715814,130087,145447,9
110,0.893268673090764,127833,143107,10
110,0.894152535928827,129349,144661,11
110,0.893376874765002,128305,143618,12
110,0.89227440283622,126595,141879,13
110,0.893956560185697,129402,144752,14
110,0.894085624080305,129418,144749,15
110,0.893965078235635,128149,143349,16
110,0.894089435894601,129381,144707,17
110,0.894231299646955,129685,145024,18
110,0.893841666608933,129018,144341,19
110,0.894228315666789,129664,145001,20
110,0.894685519258898,130285,145621,21
110,0.893839204557282,128821,144121,22
110,0.894156902840721,129431,144752,23
110,0.893513821522383,128582,143906,24
110,0.893694343495991,128860,144188,25
110,0.894366975010355,129558,144860,26
110,0.894148572847888,129597,144939,27
110,0.892695440081863,127368,142678,28
110,0.893875172562105,128853,144151,29
110,0.893831471459774,128499,143762,30
110,0.894617045563945,130097,145422,31
110,0.893220622932053,127961,143258,32
110,0.894495539536554,129548,144828,33
110,0.89392543753333,129073,144389,34
110,0.894258919611032,129207,144485,35
110,0.892778763295728,127329,142621,36
110,0.894055542487097,129225,144538,37
110,0.893002677029965,127761,143069,38
110,0.893794177132491,128600,143881,39
110,0.89369280546568,128715,144026,40
110,0.894741928580797,129615,144863,41
110,0.893316795462305,128199,143509,42
110,0.89275185309973,127185,142464,43
110,0.894196231211317,129451,144768,44
110,0.894137459795977,129548,144886,45
110,0.894293387509741,128535,143728,46
110,0.893448001451966,127990,143254,47
110,0.893280467445743,128418,143760,48
110,0.893791325321246,128958,144282,49
110,0.892601766930747,127202,142507,50
110,0.893499857285075,128345,143643,51
110,0.894344421204772,128706,143911,52
110,0.89421390595871,129509,144830,53
110,0.893858999813217,129210,144553,54
110,0.893757866117806,128534,143813,55
110,0.894133704696778,129053,144333,56
110,0.893861724044644,128860,144161,57
110,0.893992369060007,128869,144150,58
110,0.893490507714002,128626,143959,59
110,0.894274899127855,128992,144242,60
110,0.893950379439162,129461,144819,61
110,0.893925870574479,129200,144531,62
110,0.894130994216774,129252,144556,63
110,0.89331545546445,127251,142448,64
110,0.89359913867954,128647,143965,65
110,0.893817939959955,129011,144337,66
110,0.894121624885282,129577,144921,67
110,0.894166989110607,129411,144728,68
110,0.893385555687196,128191,143489,69
110,0.893180573691083,127230,142446,70
110,0.893478245704599,128081,143351,71
110,0.894375639288972,129409,144692,72
110,0.89324749422818,128064,143369,73
110,0.893604000194724,128494,143793,74
110,0.89452982134108,129629,144913,75
110,0.893191005558363,127269,142488,76
110,0.892082521392866,126351,141636,77
110,0.893517356754496,128184,143460,78
110,0.893745263933594,128559,143843,79
110,0.892381227253849,126769,142057,80
110,0.893094098771833,127474,142733,81
110,0.892301178463058,126448,141710,82
110,0.893320408390984,128095,143392,83
110,0.894626110393003,130118,145444,84
110,0.894345556237543,129681,145001,85
110,0.893889384786775,129184,144519,86
110,0.89342805156055,128156,143443,87
110,0.894554948641314,130198,145545,88
110,0.893225608565931,128135,143452,89
110,0.893582148636354,128666,143989,90
110,0.893498469284574,128125,143397,91
110,0.893873146278633,128387,143630,92
110,0.894405647539908,129484,144771,93
110,0.891161301796194,125275,140575,94
110,0.894574590794244,130293,145648,95
110,0.893399530676619,128302,143611,96
110,0.893487237892942,127875,143119,97
110,0.894392510478712,129737,145056,98
110,0.89376015487261,129269,144635,99
110,0.894327883585082,129369,144655,100
115,0.892207728210291,126739,142051,1
115,0.894527219447769,130041,145374,2
115,0.893942544990711,128953,144252,3
115,0.894433714995172,129675,144980,4
115,0.893511058012892,128637,143968,5
115,0.894708560957295,129875,145159,6
115,0.893920737942693,128502,143751,7
115,0.89388719839746,128962,144271,8
115,0.893857497262761,128989,144306,9
115,0.894358960211323,129674,144991,10
115,0.892990413577591,126593,141763,11
115,0.895061686062859,130517,145819,12
115,0.893678340087984,128998,144345,13
115,0.893590848437674,128577,143888,14
115,0.894079619857999,129452,144788,15
115,0.893462199970754,128311,143611,16
115,0.894239940958176,128437,143627,17
115,0.894798981349917,130357,145683,18
115,0.894747316698235,130379,145716,19
115,0.894346406579328,129843,145182,20
115,0.894623552389074,130089,145412,21
115,0.893750390904605,128608,143897,22
115,0.894026266103954,128797,144064,23
115,0.894129056839043,129072,144355,24
115,0.893287088523132,128519,143872,25
115,0.894440927108566,129973,145312,26
115,0.892951983240028,127443,142721,27
115,0.8943676997942,129940,145287,28
115,0.893708214275807,128862,144188,29
115,0.894361686742009,129864,145203,30
115,0.894135288467518,129393,144713,31
115,0.894093235578918,129268,144580,32
115,0.894395467297128,129758,145079,33
115,0.893818686080777,128911,144225,34
115,0.893130090956087,127848,143146,35
115,0.893929756637168,129298,144640,36
115,0.89307371115634,127689,142977,37
115,0.894410836583114,129813,145138,38
115,0.894956543196337,130567,145892,39
115,0.893344935607379,128329,143650,40
115,0.894312825730363,129213,144483,41
115,0.893382250563894,128329,143644,42
115,0.894113903473274,129254,144561,43
115,0.894339206441117,129740,145068,44
115,0.893697909051031,128352,143619,45
115,0.893138680010063,127801,143092,46
115,0.894287313510189,129415,144713,47
115,0.89424599196665,129350,144647,48
115,0.893549848416211,128211,143485,49
115,0.895058437564076,130956,146310,50
115,0.891845275122999,126164,141464,51
115,0.894716472580255,129461,144695,52
115,0.893654090066484,128234,143494,53
115,0.894179273409894,129563,144896,54
115,0.89410082082746,129405,144732,55
115,0.894483603623448,129947,145276,56
115,0.894699636942631,130364,145707,57
115,0.893875908762972,128854,144152,58
115,0.893353693399713,128123,143418,59
115,0.893564010942996,128037,143288,60
115,0.893503475435386,128417,143723,61
115,0.894164577475518,129112,144394,62
115,0.893941387932647,129061,144373,63
115,0.894083520256985,129145,144444,64
115,0.894670138171399,129890,145182,65
115,0.894821182943604,130107,145400,66
115,0.894334340132677,129691,145014,67
115,0.893527413471445,128357,143652,68
115,0.893910339104786,128193,143407,69
115,0.894296342219467,129825,145170,70
115,0.89358359402155,128542,143850,71
115,0.893705922975509,128119,143357,72
115,0.895142099072732,130902,146236,73
115,0.892247745783455,126858,142178,74
115,0.894356165137741,129958,145309,75
115,0.894280690867722,129702,145035,76
115,0.89411040568765,129283,144594,77
115,0.893390132337023,127929,143195,78
115,0.894281565481953,129331,144620,79
115,0.894106276162265,128585,143814,80
115,0.893885354746758,128572,143835,81
115,0.893456720491878,128312,143613,82
115,0.893691022212369,128990,144334,83
115,0.893382531773993,128564,143907,84
115,0.894359417944389,128210,143354,85
115,0.894313810497051,129959,145317,86
115,0.894302383316782,129681,145008,87
115,0.894298482270092,129278,144558,88
115,0.894824456242507,130622,145975,89
115,0.893363841210671,128455,143788,90
115,0.893281074245632,127858,143133,91
115,0.893248774218783,127890,143174,92
115,0.894481412230532,130122,145472,93
115,0.894188706366922,129390,144701,94
115,0.893368219082505,128042,143325,95
115,0.893249257125319,128058,143362,96
115,0.894709016506001,130309,145644,97
115,0.893878370148923,129169,144504,98
115,0.893563907677289,128146,143410,99
115,0.894154589371981,129563,144900,100
120,0.894356634246207,129747,145073,1
120,0.894236297266034,129100,144369,2
120,0.894969096465622,130610,145938,3
120,0.894397805668689,129126,144372,4
120,0.894431570526083,129689,144996,5
120,0.893767155571575,128942,144268,6
120,0.894225070636069,129761,145110,7
120,0.894798892331314,130544,145892,8
120,0.893637220389722,128959,144308,9
120,0.89465055726232,129880,145174,10
120,0.894292571239414,129676,145004,11
120,0.894297203183728,129437,144736,12
120,0.894546956761223,129924,145240,13
120,0.893746571966147,128729,144033,14
120,0.894081083138943,129167,144469,15
120,0.894107582667007,129600,144949,16
120,0.894667711943665,130099,145416,17
120,0.894153260562263,129671,145021,18
120,0.893849878934625,129206,144550,19
120,0.894013337585093,128965,144254,20
120,0.894372192498564,129218,144479,21
120,0.895082012009755,131023,146381,22
120,0.894447888682235,129847,145170,23
120,0.894239607450154,129392,144695,24
120,0.894061039699377,128954,144234,25
120,0.895109632914511,130797,146124,26
120,0.894466169140528,129923,145252,27
120,0.894304120511512,129658,144982,28
120,0.894304505823995,129447,144746,29
120,0.893932765289612,128729,144003,30
120,0.894353885806287,129430,144719,31
120,0.894180589969685,129193,144482,32
120,0.894523983409351,129833,145142,33
120,0.894665096970072,129951,145251,34
120,0.893517131851522,128276,143563,35
120,0.894404282324375,129660,144968,36
120,0.89390309116542,128714,143991,37
120,0.894025013503968,129099,144402,38
120,0.894210762796806,129361,144665,39
120,0.894334504225646,128574,143765,40
120,0.894134893305121,129308,144618,41
120,0.893387530852147,128135,143426,42
120,0.894334818586887,129260,144532,43
120,0.894952316402747,130723,146067,44
120,0.894917182349595,130589,145923,45
120,0.893151832460733,127944,143250,46
120,0.894458993797381,129786,145100,47
120,0.893491947546002,128435,143745,48
120,0.894460855188063,129297,144553,49
120,0.894270183874946,129806,145153,50
120,0.893834807849891,128714,144002,51
120,0.89382212605415,128882,144192,52
120,0.894169555190366,129499,144826,53
120,0.893617760242286,128647,143962,54
120,0.894140017286085,129315,144625,55
120,0.893831685222322,129257,144610,56
120,0.893926432848589,128535,143787,57
120,0.893730590062112,128926,144256,58
120,0.894228050941536,129689,145029,59
120,0.894713390641495,130519,145878,60
120,0.894927585876163,130629,145966,61
120,0.894254971924875,129320,144612,62
120,0.894403103121002,130048,145402,63
120,0.894845064051159,130557,145899,64
120,0.89443571290705,129754,145068,65
120,0.894319082233782,129797,145135,66
120,0.894285931254444,129540,144853,67
120,0.894112911062064,128822,144078,68
120,0.894889116436332,130218,145513,69
120,0.894010490452859,129366,144703,70
120,0.893989994872719,129026,144326,71
120,0.893754302043427,128546,143827,72
120,0.894506100503205,129766,145070,73
120,0.894290540072822,129191,144462,74
120,0.89342376838989,128561,143897,75
120,0.892994622034932,127358,142619,76
120,0.894857736638456,130898,146278,77
120,0.893936458736924,129206,144536,78
120,0.894705769283576,130330,145668,79
120,0.894317852859683,129753,145086,80
120,0.894130319204027,129496,144829,81
120,0.893762243958493,129112,144459,82
120,0.894565751160233,129339,144583,83
120,0.894230835498522,129752,145099,84
120,0.894500499328489,129877,145195,85
120,0.89414411306016,129574,144914,86
120,0.894593815621526,130362,145722,87
120,0.893863829728365,129225,144569,88
120,0.894330984210854,129314,144593,89
120,0.894509803921569,130017,145350,90
120,0.894630784784358,130082,145403,91
120,0.894007047274892,129142,144453,92
120,0.893949341718788,129350,144695,93
120,0.893527312196038,128424,143727,94
120,0.894994070753391,130568,145887,95
120,0.893071646821096,127728,143021,96
120,0.894170645257129,129416,144733,97
120,0.894525557480272,130132,145476,98
120,0.894878022008178,130441,145764,99
120,0.894110591009052,129697,145057,100
125,0.894534744491391,129992,145318,1
125,0.894779625521831,129888,145162,2
125,0.894356982493836,129866,145206,3
125,0.893794558871511,128752,144051,4
125,0.895138448098173,131153,146517,5
125,0.895063627847184,130895,146241,6
125,0.895152468207302,130925,146260,7
125,0.894392960907701,129907,145246,8
125,0.894411179020044,129805,145129,9
125,0.89482877908769,130628,145981,10
125,0.894919383141683,130047,145317,11
125,0.894646869873306,129790,145074,12
125,0.89369739729452,128696,144004,13
125,0.894603802615672,130240,145584,14
125,0.894539448783677,129990,145315,15
125,0.894112596675137,129134,144427,16
125,0.894251458063802,129256,144541,17
125,0.894097234271437,128826,144085,18
125,0.893591840996902,128360,143645,19
125,0.893498357399343,128645,143979,20
125,0.895034947356914,131000,146363,21
125,0.895261385448758,131060,146393,22
125,0.894278203633303,129614,144937,23
125,0.894672592104902,130454,145812,24
125,0.894387874290583,130171,145542,25
125,0.894713740981538,130460,145812,26
125,0.895635686519694,131791,147148,27
125,0.894475195104342,130088,145435,28
125,0.89527001658805,131149,146491,29
125,0.893971498608168,129102,144414,30
125,0.894254856630206,129582,144905,31
125,0.894860229500555,130544,145882,32
125,0.894716637074716,130515,145873,33
125,0.894168645424927,129540,144872,34
125,0.894539680794028,130143,145486,35
125,0.894798860024115,130612,145968,36
125,0.894596181071096,129542,144805,37
125,0.894162348877375,129430,144750,38
125,0.894658733321424,130214,145546,39
125,0.894516133474722,129907,145226,40
125,0.894762433058032,130655,146022,41
125,0.894478003623014,129863,145183,42
125,0.894636344279523,130251,145591,43
125,0.89309263260612,128132,143470,44
125,0.894419212771814,129977,145320,45
125,0.89410245966712,129517,144857,46
125,0.895052484015455,130888,146235,47
125,0.894160785559407,129487,144814,48
125,0.894899028288514,130683,146031,49
125,0.894439513104749,129988,145329,50
125,0.894110176218447,129536,144877,51
125,0.893767008981435,129068,144409,52
125,0.89434916522542,129796,145129,53
125,0.894638947418994,130348,145699,54
125,0.894517323495808,129968,145294,55
125,0.893947983352461,129306,144646,56
125,0.8946261971173,130220,145558,57
125,0.894863618322909,130770,146134,58
125,0.894830171369104,130698,146059,59
125,0.894753446265688,130464,145810,60
125,0.894256945353798,129754,145097,61
125,0.894654141993564,130386,145739,62
125,0.893780713488636,128952,144277,63
125,0.894671886677317,130487,145849,64
125,0.894324274103081,129948,145303,65
125,0.894609340150293,130358,145715,66
125,0.894688462514663,130425,145777,67
125,0.894409681633776,130074,145430,68
125,0.894846576958424,130474,145806,69
125,0.894629177077899,130326,145676,70
125,0.894869442580751,130710,146066,71
125,0.894565987386433,130069,145399,72
125,0.894659628436279,130504,145870,73
125,0.89400402358846,129315,144647,74
125,0.894830586268788,130622,145974,75
125,0.894029788765538,129173,144484,76
125,0.894373910707274,129830,145163,77
125,0.894295742534581,129435,144734,78
125,0.894901515099649,130712,146063,79
125,0.894470734916272,129853,145173,80
125,0.894915230979286,130433,145749,81
125,0.894992704465144,129424,144609,82
125,0.89495294303125,130562,145887,83
125,0.893320478695534,127869,143139,84
125,0.894252746569809,129503,144817,85
125,0.894388417991709,130104,145467,86
125,0.894633341355245,130111,145435,87
125,0.894110062871284,128987,144263,88
125,0.894570906543212,130237,145586,89
125,0.894658184111663,130502,145868,90
125,0.894654422824646,130259,145597,91
125,0.893871677436316,129202,144542,92
125,0.894537349778839,130038,145369,93
125,0.894161719068584,129370,144683,94
125,0.8942844154234,129834,145182,95
125,0.894495097432512,130090,145434,96
125,0.894054203539823,129316,144640,97
125,0.8954180688584,131442,146794,98
125,0.89504285430903,130849,146193,99
125,0.894145529168711,129407,144727,100
130,0.894870969288841,130627,145973,1
130,0.895111159740411,130893,146231,2
130,0.895029397504797,131069,146441,3
130,0.893889073397542,129192,144528,4
130,0.895098200120357,130892,146232,5
130,0.894570663738074,130330,145690,6
130,0.89510866597499,131137,146504,7
130,0.894542676421802,129969,145291,8
130,0.893900809885614,128475,143724,9
130,0.895275388989975,129404,144541,10
130,0.895130114063247,131056,146410,11
130,0.894857221118948,130676,146030,12
130,0.895525652153113,131036,146323,13
130,0.89498669548741,130839,146191,14
130,0.894376292212267,129774,145100,15
130,0.894836086369215,130502,145839,16
130,0.894463858999682,129513,144794,17
130,0.893988708529414,129370,144711,18
130,0.894516482230042,129899,145217,19
130,0.894141389009835,129376,144693,20
130,0.894780526954816,130442,145781,21
130,0.894557471857895,129930,145245,22
130,0.895296431351661,131109,146442,23
130,0.895268267756771,131403,146775,24
130,0.894781289263915,130324,145649,25
130,0.894945409327558,130986,146362,26
130,0.894225855901891,129500,144818,27
130,0.894107730149518,129406,144732,28
130,0.895138988467132,131094,146451,29
130,0.894190957270619,129579,144912,30
130,0.894661320664039,130311,145654,31
130,0.89482699554642,130600,145950,32
130,0.894872497943515,130544,145880,33
130,0.894414037789818,130080,145436,34
130,0.894272728540159,128287,143454,35
130,0.894663008272647,130101,145419,36
130,0.894907701665539,130942,146319,37
130,0.894910025706941,130545,145875,38
130,0.894429040270257,129999,145343,39
130,0.892978901774486,127821,143140,40
130,0.894762879797716,130222,145538,41
130,0.894331140804479,129712,145038,42
130,0.893853743591163,129186,144527,43
130,0.894212183133595,129532,144856,44
130,0.895009100488553,130802,146146,45
130,0.893749826807438,129011,144348,46
130,0.894806851062079,130504,145846,47
130,0.894822515559811,130832,146210,48
130,0.894513810064321,130031,145365,49
130,0.894713003376431,130374,145716,50
130,0.894994905321033,130876,146231,51
130,0.895054735060468,131147,146524,52
130,0.894865609451884,130577,145918,53
130,0.895398628915318,131526,146891,54
130,0.894593463298818,130370,145731,55
130,0.894465894465894,129965,145299,56
130,0.894564550698469,129804,145103,57
130,0.895269671046348,131234,146586,58
130,0.894476510205626,130022,145361,59
130,0.894304351120326,129836,145181,60
130,0.894693069579143,130168,145489,61
130,0.894929072678276,130844,146206,62
130,0.894303230695047,129826,145170,63
130,0.894759302341588,129996,145286,64
130,0.893044102578401,128117,143461,65
130,0.894863480877726,130540,145877,66
130,0.894581767982363,130252,145601,67
130,0.895060419758321,130882,146227,68
130,0.894251193070536,129670,145004,69
130,0.894933563345861,130731,146079,70
130,0.89441622269029,129939,145278,71
130,0.894333152860495,128843,144066,72
130,0.894742260965063,130355,145690,73
130,0.894881526310391,130863,146235,74
130,0.894833392656682,130728,146092,75
130,0.894739729409102,130479,145829,76
130,0.894799953405828,130588,145941,77
130,0.894887141839698,130675,146024,78
130,0.893522022623272,128677,144011,79
130,0.893814126291174,129191,144539,80
130,0.894778697965228,130516,145864,81
130,0.894933947899091,130476,145794,82
130,0.894775056167461,130630,145992,83
130,0.894944588863046,130823,146180,84
130,0.895243681202515,131266,146626,85
130,0.894454308956518,129966,145302,86
130,0.894734309810364,130174,145489,87
130,0.894501586080938,130277,145642,88
130,0.894536921711246,129995,145321,89
130,0.894947436099122,130844,146203,90
130,0.89473139212194,129609,144858,91
130,0.893926503849107,129243,144579,92
130,0.895467915894978,131512,146864,93
130,0.894057795466344,129169,144475,94
130,0.894797442241397,130559,145909,95
130,0.895014421096003,130332,145620,96
130,0.894186472168694,129463,144783,97
130,0.895213806929377,131284,146651,98
130,0.895019220095792,130620,145941,99
130,0.894254253425508,129615,144942,100
135,0.894768960717494,130494,145841,1
135,0.8947784158035,130269,145588,2
135,0.894953529246825,130861,146221,3
135,0.894794922410484,130547,145896,4
135,0.894511838894807,130147,145495,5
135,0.894468249001011,130053,145397,6
135,0.89497455558467,129791,145022,7
135,0.894490083525247,130117,145465,8
135,0.895194511130511,131257,146624,9
135,0.894736481345662,130534,145891,10
135,0.8953432058007,131260,146603,11
135,0.89479609277933,130353,145679,12
135,0.895188311643999,131180,146539,13
135,0.895652882792916,131841,147201,14
135,0.894723854047422,130525,145883,15
135,0.895456955262836,131745,147126,16
135,0.895157206017219,130795,146114,17
135,0.894806057658719,130639,145997,18
135,0.895123018640846,130901,146238,19
135,0.895091559067389,130951,146299,20
135,0.894448336973993,130212,145578,21
135,0.894141808073684,129309,144618,22
135,0.895360154638824,131549,146923,23
135,0.895135947533816,131030,146380,24
135,0.894629177077899,130326,145676,25
135,0.895670857329353,131729,147073,26
135,0.894953007454462,130741,146087,27
135,0.894213575073012,129517,144839,28
135,0.894744773543031,130622,145988,29
135,0.894939023137655,130696,146039,30
135,0.895120418562081,131051,146406,31
135,0.894471567076944,130083,145430,32
135,0.895238225311909,131096,146437,33
135,0.895194001720818,131094,146442,34
135,0.89473720356851,130280,145607,35
135,0.894393283520362,129755,145076,36
135,0.895269047732844,131122,146461,37
135,0.894982329251253,130671,146004,38
135,0.894877578865813,130517,145849,39
135,0.895156228680584,131212,146580,40
135,0.894644792252507,130441,145802,41
135,0.894996100324289,130818,146166,42
135,0.894830952625629,130614,145965,43
135,0.894798819687395,130697,146063,44
135,0.894746966761477,130234,145554,45
135,0.894818993373131,130708,146072,46
135,0.894866346812886,130561,145900,47
135,0.895006804861201,130867,146219,48
135,0.894975795202801,130892,146252,49
135,0.894925205633186,130779,146134,50
135,0.894642464548752,130217,145552,51
135,0.895437430635464,131512,146869,52
135,0.895024753152266,130892,146244,53
135,0.895117404356229,130603,145906,54
135,0.894291069976431,129767,145106,55
135,0.895143201028531,130895,146228,56
135,0.8949980177988,130940,146302,57
135,0.895432364647511,131385,146728,58
135,0.894247866900079,129750,145094,59
135,0.894140160831238,129425,144748,60
135,0.894530204336575,130325,145691,61
135,0.894888891931487,130720,146074,62
135,0.894771461263866,130591,145949,63
135,0.894783765619213,130472,145814,64
135,0.894968269598993,130873,146232,65
135,0.894962993421053,130593,145920,66
135,0.895131394113818,130631,145935,67
135,0.894833859837869,130584,145931,68
135,0.895037501284291,130671,145995,69
135,0.894296006998257,129833,145179,70
135,0.895227953774429,131150,146499,71
135,0.895194124105761,131265,146633,72
